year,month,lgdp,ffr,lemp,lsp,epu
1956,7,3.0141664,2.75,11.063508,3.8872814,
1956,8,3.0541992,2.73,11.066201,3.8813934,
1956,9,3.0767269,2.95,11.067872,3.846715,
1956,10,3.0853536,2.96,11.066248,3.8339109,
1956,11,3.0767269,2.8800001,11.063446,3.8233776,
1956,12,3.0914695,2.9400001,11.065231,3.8382404,
1957,1,3.0878055,2.8399999,11.060872,3.8160627,
1957,2,3.097553,3,11.070646,3.7719862,
1957,3,3.0963376,2.96,11.072931,3.7848928,
1957,4,3.0828958,3,11.067372,3.8077307,
1957,5,3.0791998,3,11.066404,3.8453684,
1957,6,3.0816669,3,11.069696,3.861866,
1957,7,3.0878055,2.99,11.075041,3.8817887,
1957,8,3.0878055,3.24,11.065997,3.825038,
1957,9,3.0791998,3.47,11.068527,3.7838373,
1957,10,3.0642736,3.5,11.067357,3.7192717,
1957,11,3.0401797,3.28,11.061453,3.6975262,
1957,12,3.0207322,2.98,11.065419,3.6969893,
1958,1,3.0022411,2.72,11.054376,3.7165608,
1958,2,2.9806745,1.67,11.04927,3.7199299,
1958,3,2.9683406,1.2,11.046611,3.7402513,
1958,4,2.9516499,1.26,11.045015,3.7458446,
1958,5,2.9614151,.63,11.048888,3.7774124,
1958,6,2.9874632,.93000001,11.046595,3.8008361,
1958,7,3.0022411,.68000001,11.046834,3.8280978,
1958,8,3.022043,1.53,11.051081,3.8649814,
1958,9,3.0311525,1.76,11.053759,3.8909843,
1958,10,3.0427399,1.8,11.058401,3.9307508,
1958,11,3.0717669,2.27,11.058323,3.960845,
1958,12,3.0730081,2.4200001,11.059566,3.9794858,
1959,1,3.0878055,2.48,11.064573,4.0185256,
1959,2,3.1072021,2.4300001,11.061688,4.0032101,
1959,3,3.1215055,2.8,11.070802,4.0279927,
1959,4,3.1425822,2.96,11.078567,4.0447803,
1959,5,3.1575322,2.9000001,11.077501,4.0597286,
1959,6,3.1586757,3.3900001,11.079817,4.0510969,
1959,7,3.1344371,3.47,11.082312,4.0898647,
1959,8,3.0999706,3.5,11.07974,4.08427,
1959,9,3.0987625,3.76,11.078598,4.0440116,
1959,10,3.0914695,3.98,11.080772,4.0430832,
1959,11,3.0975485,4,11.074885,4.0471334,
1959,12,3.1575322,3.99,11.087375,4.0784998,
1960,1,3.1834476,3.99,11.087467,4.0609426,
1960,2,3.17451,3.97,11.091636,4.0213256,
1960,3,3.1654918,3.8399999,11.077099,4.0076098,
1960,4,3.1575322,3.9200001,11.096788,4.0204287,
1960,5,3.1563919,3.8499999,11.098273,4.0113254,
1960,6,3.1437383,3.3199999,11.099953,4.047658,
1960,7,3.1402612,3.23,11.09603,4.0224905,
1960,8,3.1391008,2.98,11.095818,4.0343332,
1960,9,3.1285791,2.5999999,11.101447,4.0037856,
1960,10,3.1274049,2.47,11.091819,3.9839537,
1960,11,3.1131864,2.4400001,11.09906,4.0158424,
1960,12,3.0939066,1.98,11.094041,4.0395365,
1961,1,3.095125,1.45,11.09401,4.0895953,
1961,2,3.0939066,2.54,11.091148,4.1299148,
1961,3,3.0999706,2.02,11.095135,4.1606998,
1961,4,3.1203189,1.49,11.08788,4.1871367,
1961,5,3.135603,1.98,11.089026,4.1971517,
1961,6,3.1495087,1.73,11.097304,4.1838946,
1961,7,3.1609502,1.17,11.091453,4.1811109,
1961,8,3.1700132,2,11.095165,4.2164083,
1961,9,3.1688826,1.88,11.090431,4.2085433,
1961,10,3.1878886,2.26,11.096182,4.2194543,
1961,11,3.2032747,2.6099999,11.098637,4.2637568,
1961,12,3.2119598,2.3299999,11.095894,4.2730622,
1962,1,3.2032747,2.1500001,11.099045,4.2350874,
1962,2,3.2194996,2.3699999,11.105529,4.2516556,
1962,3,3.2248499,2.8499999,11.104852,4.2526684,
1962,4,3.2269828,2.78,11.10303,4.2203531,
1962,5,3.225915,2.3599999,11.10778,4.1430483,
1962,6,3.2237837,2.6800001,11.107511,4.0186968,
1962,7,3.2333505,2.71,11.104702,4.0425162,
1962,8,3.2344105,2.9300001,11.11197,4.0694208,
1962,9,3.2407312,2.9000001,11.11531,4.0604067,
1962,10,3.2417834,2.9000001,11.114148,4.0283518,
1962,11,3.2459695,2.9400001,11.110162,4.0950694,
1962,12,3.2459695,2.9300001,11.111656,4.1369967,
1963,1,3.253258,2.9200001,11.113522,4.1753449,
1963,2,3.264606,3,11.112806,4.1884818,
1963,3,3.2707393,2.98,11.117673,4.1846857,
1963,4,3.2798731,2.9000001,11.121984,4.2306085,
1963,5,3.2919219,3,11.121585,4.250474,
1963,6,3.2949104,2.99,11.122087,4.2500439,
1963,7,3.290921,3.02,11.125865,4.2351532,
1963,8,3.2929177,3.49,11.125909,4.2624044,
1963,9,3.3028381,3.48,11.129819,4.2883959,
1963,10,3.309725,3.5,11.131577,4.2909241,
1963,11,3.314615,3.48,11.131182,4.2852941,
1963,12,3.3126612,3.3800001,11.13039,4.3064113,
1964,1,3.3214216,3.48,11.13206,4.3366666,
1964,2,3.3281822,3.48,11.138247,4.3488574,
1964,3,3.3281822,3.4300001,11.138421,4.3669071,
1964,4,3.3444118,3.47,11.147008,4.3812366,
1964,5,3.350076,3.5,11.150965,4.3911414,
1964,6,3.352896,3.5,11.145017,4.385056,
1964,7,3.359448,3.4200001,11.147628,4.421515,
1964,8,3.365957,3.5,11.148549,4.4067192,
1964,9,3.3696585,3.45,11.150204,4.4237509,
1964,10,3.3557081,3.3599999,11.150261,4.4408689,
1964,11,3.3861413,3.52,11.152457,4.4477959,
1964,12,3.3978786,3.8499999,11.15359,4.4303403,
1965,1,3.4085934,3.9000001,11.156208,4.4557009,
1965,2,3.4147913,3.98,11.158063,4.4629941,
1965,3,3.4279432,4.04,11.162502,4.4639974,
1965,4,3.4322889,4.0900002,11.165253,4.4769578,
1965,5,3.4400654,4.0999999,11.170914,4.4917717,
1965,6,3.4477787,4.04,11.170787,4.4431753,
1965,7,3.4571302,4.0900002,11.176893,4.4415359,
1965,8,3.4613514,4.1199999,11.175521,4.4600391,
1965,9,3.4638748,4.0100002,11.174456,4.4928703,
1965,10,3.4739087,4.0799999,11.180177,4.5151882,
1965,11,3.4780598,4.0999999,11.180581,4.5233741,
1965,12,3.4904103,4.3200002,11.185282,4.518899,
1966,1,3.5001826,4.4200001,11.187167,4.5359936,
1966,2,3.5066469,4.5999999,11.186281,4.529181,
1966,3,3.5202389,4.6500001,11.187029,4.4872627,
1966,4,3.5218267,4.6700001,11.19148,4.5173821,
1966,5,3.5312984,4.9000001,11.1913,4.463398,
1966,6,3.5359993,5.1700001,11.195127,4.4550447,
1966,7,3.5414577,5.3000002,11.196295,4.4524674,
1966,8,3.5422368,5.5300002,11.200212,4.3901296,
1966,9,3.551518,5.4000001,11.201743,4.354331,
1966,10,3.5584204,5.5300002,11.203692,4.34548,
1966,11,3.5515151,5.7600002,11.209656,4.394381,
1966,12,3.5538242,5.4000001,11.208152,4.3984799,
1967,1,3.5585287,4.9400001,11.207364,4.4361653,
1967,2,3.547123,5,11.206482,4.4701157,
1967,3,3.5414693,4.5300002,11.20421,4.493319,
1967,4,3.550858,4.0500002,11.210224,4.5104146,
1967,5,3.5420949,3.9400001,11.20971,4.5281467,
1967,6,3.5419705,3.98,11.21557,4.5156136,
1967,7,3.5396888,3.79,11.218822,4.5324812,
1967,8,3.5586684,3.9000001,11.222132,4.5485353,
1967,9,3.5570438,3.99,11.223295,4.5623565,
1967,10,3.5651541,3.8800001,11.225924,4.5608382,
1967,11,3.5793548,4.1300001,11.226909,4.5289478,
1967,12,3.5900669,4.5100002,11.23153,4.557056,
1968,1,3.58899,4.5999999,11.221235,4.5542741,
1968,2,3.5925667,4.71,11.228292,4.5083809,
1968,3,3.5956836,5.0500002,11.230284,4.4896793,
1968,4,3.5971315,5.7600002,11.232696,4.5611868,
1968,5,3.6082847,6.1100001,11.239896,4.5835938,
1968,6,3.6119525,6.0700002,11.240881,4.6110063,
1968,7,3.6104178,6.02,11.239633,4.608119,
1968,8,3.6132045,6.0300002,11.239055,4.5861292,
1968,9,3.6169834,5.7800002,11.240749,4.6184812,
1968,10,3.6189666,5.9099998,11.241431,4.6420321,
1968,11,3.6318197,5.8200002,11.244967,4.6577682,
1968,12,3.6349721,6.02,11.248673,4.6679153,
1969,1,3.6410041,6.3000002,11.249025,4.6253963,
1969,2,3.6473827,6.6100001,11.255798,4.6197524,
1969,3,3.6551933,6.79,11.256315,4.5981908,
1969,4,3.6515071,7.4099998,11.25833,4.6177197,
1969,5,3.6477215,8.6700001,11.256897,4.650353,
1969,6,3.657443,8.8999996,11.262924,4.5963025,
1969,7,3.6627076,8.6099997,11.263938,4.5508399,
1969,8,3.6650043,9.1899996,11.267664,4.5452433,
1969,9,3.6647789,9.1499996,11.267664,4.5486655,
1969,10,3.6650708,9,11.270153,4.5592809,
1969,11,3.6556017,8.8500004,11.271376,4.566484,
1969,12,3.6529129,8.9700003,11.273907,4.5121775,
1970,1,3.6342225,8.9799995,11.274414,4.5035014,
1970,2,3.6335623,8.9799995,11.273373,4.4677939,
1970,3,3.6322641,7.7600002,11.275468,4.4847231,
1970,4,3.6296892,8.1000004,11.276317,4.4537921,
1970,5,3.6285241,7.9400001,11.271668,4.3315415,
1970,6,3.6252844,7.5999999,11.269745,4.3253179,
1970,7,3.6277351,7.21,11.273728,4.3270063,
1970,8,3.6259503,6.6100001,11.272432,4.3557806,
1970,9,3.6190336,6.29,11.270828,4.4112678,
1970,10,3.5988262,6.1999998,11.273208,4.4352121,
1970,11,3.5927513,5.5999999,11.272763,4.4342752,
1970,12,3.615459,4.9000001,11.272051,4.5003953,
1971,1,3.6231215,4.1399999,11.27548,4.5378704,
1971,2,3.6212134,3.72,11.273398,4.5758662,
1971,3,3.6201293,3.71,11.271975,4.6011753,
1971,4,3.6257293,4.1500001,11.277039,4.6352096,
1971,5,3.6307895,4.6300001,11.278961,4.6214566,
1971,6,3.634975,4.9099998,11.274122,4.602284,
1971,7,3.6320684,5.3099999,11.281056,4.5948744,
1971,8,3.6262486,5.5599999,11.284002,4.5769343,
1971,9,3.6423695,5.5500002,11.285887,4.5991139,
1971,10,3.6498268,5.1999998,11.288756,4.5777354,
1971,11,3.654063,4.9099998,11.293488,4.5302258,
1971,12,3.6655393,4.1399999,11.295652,4.596808,
1972,1,3.6892719,3.5,11.301698,4.6376605,
1972,2,3.6987183,3.29,11.303536,4.6560869,
1972,3,3.7060807,3.8299999,11.309254,4.6789317,
1972,4,3.7164071,4.1700001,11.310258,4.6896214,
1972,5,3.7158914,4.27,11.313095,4.6787672,
1972,6,3.7185209,4.46,11.315486,4.6822281,
1972,7,3.7181447,4.5500002,11.317275,4.6747618,
1972,8,3.7313449,4.8000002,11.321499,4.7095966,
1972,9,3.7389712,4.8699999,11.321074,4.6949148,
1972,10,3.7526076,5.04,11.321959,4.6964974,
1972,11,3.7639499,5.0599999,11.326475,4.7454276,
1972,12,3.7753758,5.3299999,11.331404,4.7664161,
1973,1,3.7819166,5.9400001,11.328534,4.7742538,
1973,2,3.7969038,6.5799999,11.337523,4.737638,
1973,3,3.797384,7.0900002,11.343939,4.7222013,
1973,4,3.7957206,7.1199999,11.345204,4.7029681,
1973,5,3.8020942,7.8400002,11.346257,4.6748786,
1973,6,3.8027461,8.4899998,11.352581,4.6516218,
1973,7,3.807018,10.4,11.353918,4.6618743,
1973,8,3.8052104,10.5,11.352803,4.6424618,
1973,9,3.8142779,10.78,11.356132,4.659708,
1973,10,3.8211415,10.01,11.361952,4.6990643,
1973,11,3.8261034,10.03,11.365817,4.6252947,
1973,12,3.8236704,9.9499998,11.366755,4.5516005,
1974,1,3.8164258,9.6499996,11.368535,4.5654936,
1974,2,3.8135014,8.9700003,11.370831,4.5374603,
1974,3,3.8136051,9.3500004,11.371581,4.579227,
1974,4,3.8107874,10.51,11.369851,4.5267348,
1974,5,3.8180485,11.31,11.37241,4.4961057,
1974,6,3.8170967,11.93,11.372985,4.4974346,
1974,7,3.8170702,12.92,11.375375,4.4166584,
1974,8,3.8073978,12.01,11.374088,4.3310623,
1974,9,3.8081236,11.34,11.374249,4.2213149,
1974,10,3.8043687,10.06,11.373606,4.2404003,
1974,11,3.7708259,9.4499998,11.369355,4.2730064,
1974,12,3.7351043,8.5299997,11.363775,4.2057867,
1975,1,3.7211313,7.1300001,11.357756,4.2844701,
1975,2,3.6977451,6.2399998,11.353414,4.3832364,
1975,3,3.6870878,5.54,11.352604,4.4282184,
1975,4,3.6884418,5.4899998,11.352628,4.4393892,
1975,5,3.6861081,5.2199998,11.355699,4.5008779,
1975,6,3.6928589,5.5500002,11.354574,4.5260959,
1975,7,3.7035439,6.0999999,11.360869,4.527071,
1975,8,3.7125568,6.1399999,11.36482,4.451014,
1975,9,3.7250476,6.2399998,11.365341,4.4387894,
1975,10,3.7291045,5.8200002,11.366396,4.4838424,
1975,11,3.7317162,5.2199998,11.367391,4.5005345,
1975,12,3.7440398,5.1999998,11.369805,4.4852648,
1976,1,3.758522,4.8699999,11.37825,4.5732617,
1976,2,3.7680533,4.77,11.381358,4.6115446,
1976,3,3.7690644,4.8400002,11.384922,4.6159554,
1976,4,3.7747772,4.8200002,11.389809,4.6242819,
1976,5,3.7793188,5.29,11.394074,4.6167231,
1976,6,3.7792754,5.48,11.391469,4.622684,
1976,7,3.7851505,5.3099999,11.397436,4.6463304,
1976,8,3.7920473,5.29,11.398894,4.637558,
1976,9,3.7949812,5.25,11.398334,4.6582685,
1976,10,3.7953207,5.02,11.399466,4.623847,
1976,11,3.8098619,4.9499998,11.40349,4.6170344,
1976,12,3.8202038,4.6500001,11.405374,4.6507258,
1977,1,3.8147321,4.6100001,11.406765,4.6425943,
1977,2,3.8298364,4.6799998,11.411358,4.6146827,
1977,3,3.8422141,4.6900001,11.416503,4.6108499,
1977,4,3.8512278,4.73,11.421588,4.5956249,
1977,5,3.8596954,5.3499999,11.426867,4.5926976,
1977,6,3.8670423,5.3899999,11.429098,4.5980039,
1977,7,3.8687439,5.4200001,11.430456,4.6069527,
1977,8,3.8689528,5.9000001,11.434326,4.5824132,
1977,9,3.8736646,6.1399999,11.437145,4.5667658,
1977,10,3.8759959,6.4699998,11.440914,4.5405197,
1977,11,3.8766506,6.5100002,11.448504,4.5463042,
1977,12,3.8780587,6.5599999,11.452167,4.5413833,
1978,1,3.8643444,6.6999998,11.455127,4.5025783,
1978,2,3.869458,6.7800002,11.456556,4.4883585,
1978,3,3.8881238,6.79,11.45905,4.4866066,
1978,4,3.9088037,6.8899999,11.465771,4.5294819,
1978,5,3.912235,7.3600001,11.469694,4.5789523,
1978,6,3.9191098,7.5999999,11.47567,4.5815105,
1978,7,3.9187443,7.8099999,11.473041,4.5766935,
1978,8,3.922405,8.04,11.476583,4.6436338,
1978,9,3.9252076,8.4499998,11.479058,4.6430149,
1978,10,3.9332521,8.96,11.483836,4.6109896,
1978,11,3.9405134,9.7600002,11.487453,4.5508146,
1978,12,3.9461849,10.03,11.488438,4.5654674,
1979,1,3.9394941,10.07,11.492192,4.6022158,
1979,2,3.9451425,10.06,11.496075,4.5873065,
1979,3,3.948488,10.09,11.497609,4.6062922,
1979,4,3.9375834,10.01,11.493773,4.6256199,
1979,5,3.9453011,10.24,11.496095,4.6024437,
1979,6,3.9451675,10.29,11.499627,4.6222987,
1979,7,3.9435313,10.47,11.502935,4.6319232,
1979,8,3.9369009,10.94,11.50061,4.6761513,
1979,9,3.9381371,11.43,11.506304,4.6876421,
1979,10,3.9434247,13.77,11.506948,4.6489291,
1979,11,3.9425445,13.18,11.508657,4.6411529,
1979,12,3.9435022,13.78,11.512256,4.6800551,
1980,1,3.9478283,13.82,11.511715,4.7083421,
1980,2,3.9483993,14.13,11.512876,4.7478757,
1980,3,3.9452045,17.190001,11.510052,4.6509671,
1980,4,3.9247675,17.610001,11.505226,4.6344051,
1980,5,3.9002197,10.98,11.502319,4.6792965,
1980,6,3.8877366,9.4700003,11.499658,4.7409825,
1980,7,3.8811905,9.0299997,11.500813,4.786097,
1980,8,3.8838806,9.6099997,11.501096,4.8162141,
1980,9,3.9000981,10.87,11.503653,4.8403363,
1980,10,3.9124289,12.81,11.506072,4.8692389,
1980,11,3.9297116,15.85,11.508365,4.910111,
1980,12,3.9355168,18.9,11.509259,4.8939757,
1981,1,3.9300299,19.08,11.512475,4.8900914,
1981,2,3.925107,15.93,11.514833,4.8551135,
1981,3,3.9304228,14.7,11.51862,4.8917389,
1981,4,3.9259832,15.72,11.52343,4.9010258,
1981,5,3.9322727,18.52,11.523351,4.8807316,
1981,6,3.9368172,19.1,11.515901,4.8849039,
1981,7,3.9432387,19.040001,11.519832,4.8608022,
1981,8,3.9430721,17.82,11.519792,4.8646803,
1981,9,3.9367859,15.87,11.513565,4.7729659,
1981,10,3.9298589,15.08,11.516698,4.7858047,
1981,11,3.9186471,13.31,11.514994,4.8115296,
1981,12,3.9075489,12.37,11.509369,4.8186197,
1982,1,3.8877857,13.22,11.509841,4.7645345,
1982,2,3.9070728,14.78,11.510543,4.7405334,
1982,3,3.8996265,14.68,11.50964,4.7081075,
1982,4,3.8907912,14.94,11.508677,4.7562304,
1982,5,3.8846271,14.45,11.514085,4.7566242,
1982,6,3.8813493,14.15,11.508345,4.6977286,
1982,7,3.878098,12.59,11.507843,4.6947889,
1982,8,3.8698146,10.12,11.509249,4.6972976,
1982,9,3.8666406,10.31,11.507953,4.8075628,
1982,10,3.857702,9.71,11.505045,4.8877859,
1982,11,3.853811,9.1999998,11.504005,4.9279919,
1982,12,3.8465581,8.9499998,11.503199,4.9371028,
1983,1,3.8653421,8.6800003,11.5045,4.9716601,
1983,2,3.8592761,8.5100002,11.503774,4.9890389,
1983,3,3.8673184,8.7700005,11.504682,5.0230622,
1983,4,3.8793986,8.8000002,11.508515,5.060761,
1983,5,3.8863297,8.6300001,11.509339,5.1004558,
1983,6,3.89201,8.9799995,11.519236,5.1143346,
1983,7,3.9070969,9.3699999,11.524933,5.1177301,
1983,8,3.9181762,9.5600004,11.528877,5.0901775,
1983,9,3.9333675,9.4499998,11.532885,5.118957,
1983,10,3.9414382,9.4799995,11.533111,5.1219068,
1983,11,3.9448328,9.3400002,11.539849,5.1073384,
1983,12,3.9498062,9.4700003,11.542445,5.1020622,
1984,1,3.9695973,9.5600004,11.544434,5.1143489,
1984,2,3.9743667,9.5900002,11.550452,5.0578399,
1984,3,3.9790292,9.9099998,11.551828,5.0590444,
1984,4,3.9854333,10.29,11.555371,5.0600061,
1984,5,3.9900928,10.32,11.563552,5.0533814,
1984,6,3.9935699,11.06,11.567328,5.0312529,
1984,7,3.996877,11.23,11.56585,5.017797,
1984,8,3.9974978,11.64,11.563267,5.1024294,
1984,9,3.9959469,11.3,11.566371,5.1126661,
1984,10,3.9946346,9.9899998,11.567774,5.104846,
1984,11,3.9984558,9.4300003,11.57093,5.1136303,
1984,12,3.9995081,8.3800001,11.573296,5.1027889,
1985,1,3.997046,8.3500004,11.574039,5.1452403,93.088547
1985,2,4.0012493,8.5,11.576417,5.1978602,79.954895
1985,3,4.0026951,8.5799999,11.580482,5.1897321,92.367706
1985,4,4.0001106,8.2700005,11.579986,5.1963873,85.208054
1985,5,4.0014653,7.9699998,11.579948,5.2198176,77.2463
1985,6,4.0021544,7.5300002,11.575947,5.2411437,115.5376
1985,7,3.9952421,7.8800001,11.578779,5.2603273,103.81465
1985,8,3.9994972,7.9000001,11.581471,5.23807,125.53043
1985,9,4.0039363,7.9200001,11.586705,5.2152619,114.19005
1985,10,3.9998801,7.9899998,11.588469,5.2267165,107.9815
1985,11,4.0031772,8.0500002,11.589952,5.2854652,89.161285
1985,12,4.0135179,8.2700005,11.591885,5.3339624,112.9853
1986,1,4.0182948,8.1400003,11.598066,5.3384709,159.7211
1986,2,4.0111279,7.8600001,11.594321,5.390738,131.72006
1986,3,4.0046368,7.48,11.597607,5.4481459,108.25706
1986,4,4.0052199,6.9899998,11.598662,5.4721351,99.205376
1986,5,4.0072002,6.8499999,11.599919,5.4741974,122.16502
1986,6,4.0039911,6.9200001,11.604374,5.5024643,117.13771
1986,7,4.0103741,6.5599999,11.606507,5.4813886,127.74471
1986,8,4.0081639,6.1700001,11.608372,5.501204,110.90657
1986,9,4.0100622,5.8899999,11.609008,5.4734006,124.77322
1986,10,4.0145221,5.8499999,11.610714,5.4695616,93.317482
1986,11,4.0192494,6.04,11.612544,5.501636,92.039101
1986,12,4.027729,6.9099998,11.614832,5.5157924,77.380676
1987,1,4.0247784,6.4299998,11.616862,5.5778828,111.693
1987,2,4.0373774,6.0999999,11.619598,5.6381207,76.25853
1987,3,4.0389056,6.1300001,11.620955,5.6783667,99.491287
1987,4,4.0451002,6.3699999,11.624413,5.6675415,77.401375
1987,5,4.051672,6.8499999,11.630121,5.6667328,92.680252
1987,6,4.0564818,6.73,11.628448,5.7083178,103.89468
1987,7,4.0630655,6.5799999,11.631899,5.7368536,87.517639
1987,8,4.0710692,6.73,11.635648,5.7971454,40.630356
1987,9,4.0736947,7.2199998,11.634337,5.7641277,53.895451
1987,10,4.0882492,7.29,11.637635,5.6353722,194.35579
1987,11,4.0936842,6.6900001,11.639602,5.5012927,185.47911
1987,12,4.0985575,6.77,11.642137,5.4846101,155.43944
1988,1,4.0990534,6.8299999,11.644094,5.523365,134.71709
1988,2,4.103116,6.5799999,11.645943,5.5534554,102.44766
1988,3,4.1053982,6.5799999,11.644279,5.5825086,82.212326
1988,4,4.1106753,6.8699999,11.649639,5.5706758,92.556969
1988,5,4.1095285,7.0900002,11.646512,5.545661,98.230362
1988,6,4.1121273,7.5100002,11.652053,5.6009474,85.895248
1988,7,4.1126151,7.75,11.653209,5.5948954,85.512329
1988,8,4.1172552,8.0100002,11.655136,5.5748963,83.325676
1988,9,4.1143627,8.1899996,11.655778,5.5908751,82.880997
1988,10,4.1190715,8.3000002,11.65822,5.6254449,91.595665
1988,11,4.1208601,8.3500004,11.662208,5.6022086,105.8147
1988,12,4.1254168,8.7600002,11.662242,5.6222606,69.148537
1989,1,4.1282854,9.1199999,11.66743,5.6539383,79.230576
1989,2,4.1240005,9.3599997,11.668013,5.6836171,57.345139
1989,3,4.1265049,9.8500004,11.670117,5.6791935,56.258869
1989,4,4.1274023,9.8400002,11.670758,5.7112579,84.051857
1989,5,4.1200628,9.8100004,11.670775,5.7491698,83.30204
1989,6,4.1207089,9.5299997,11.673495,5.7799029,92.861244
1989,7,4.1110411,9.2399998,11.673955,5.804915,91.197731
1989,8,4.1200466,8.9899998,11.675512,5.8481941,80.499405
1989,9,4.1171541,9.0200005,11.672951,5.8502741,66.322144
1989,10,4.1159477,8.8400002,11.674883,5.8504691,67.568443
1989,11,4.1192746,8.5500002,11.677694,5.8295898,104.65417
1989,12,4.1251454,8.4499998,11.676998,5.8538332,96.251259
1990,1,4.1188455,8.2299995,11.687559,5.8288627,102.36347
1990,2,4.1282272,8.2399998,11.687374,5.8004632,105.6741
1990,3,4.1335459,8.2799997,11.688583,5.8244205,91.485901
1990,4,4.1325345,8.2600002,11.685635,5.8235726,82.051224
1990,5,4.1341486,8.1800003,11.688147,5.8586473,87.622009
1990,6,4.1373911,8.29,11.686736,5.8871775,84.201332
1990,7,4.1362586,8.1499996,11.685281,5.8861899,87.173363
1990,8,4.1388621,8.1300001,11.685213,5.8013525,130.22749
1990,9,4.140923,8.1999998,11.682871,5.7538633,153.06708
1990,10,4.1332111,8.1099997,11.682972,5.7272539,135.6456
1990,11,4.1212626,7.8099999,11.681029,5.7534957,147.97595
1990,12,4.1144705,7.3099999,11.68048,5.7952962,127.43795
1991,1,4.1099095,6.9099998,11.677931,5.7853179,200.42703
1991,2,4.1032929,6.25,11.676361,5.8923707,105.47729
1991,3,4.0979114,6.1199999,11.675487,5.9196424,101.31042
1991,4,4.1000814,5.9099998,11.679363,5.9393263,90.175064
1991,5,4.1099701,5.7800002,11.673683,5.9348736,79.142006
1991,6,4.1192145,5.9000001,11.675376,5.9356689,66.017975
1991,7,4.1192875,5.8200002,11.674772,5.9407678,73.73774
1991,8,4.120657,5.6599998,11.674057,5.9646153,90.526932
1991,9,4.12925,5.4499998,11.67783,5.9589376,114.55016
1991,10,4.127007,5.21,11.676744,5.9581237,110.95484
1991,11,4.1260514,4.8099999,11.676489,5.9556298,140.06039
1991,12,4.122232,4.4299998,11.673904,5.9623203,178.35233
1992,1,4.116044,4.0300002,11.678253,6.0308657,110.395
1992,2,4.1232963,4.0599999,11.676345,6.0223751,148.36078
1992,3,4.1319904,3.98,11.67966,6.0097084,72.348495
1992,4,4.1389194,3.73,11.682044,6.0098119,76.616325
1992,5,4.1423044,3.8199999,11.681613,6.0278316,65.050133
1992,6,4.1420755,3.76,11.681985,6.01194,124.09589
1992,7,4.1509862,3.25,11.684464,6.0283999,110.98453
1992,8,4.1461983,3.3,11.685415,6.0353069,123.4906
1992,9,4.1484761,3.22,11.684523,6.0366235,134.18082
1992,10,4.1561465,3.0999999,11.683748,6.0222449,162.17125
1992,11,4.1603336,3.0899999,11.685836,6.0470009,108.86799
1992,12,4.1610045,2.9200001,11.686853,6.0768151,79.887299
1993,1,4.1657658,3.02,11.687509,6.0758724,76.209969
1993,2,4.1694489,3.03,11.689187,6.0906405,98.170692
1993,3,4.1689882,3.0699999,11.691423,6.1095924,109.97717
1993,4,4.1719828,2.96,11.690854,6.0937448,90.933907
1993,5,4.1683211,3,11.696205,6.098628,121.1137
1993,6,4.1700983,3.04,11.69766,6.1049261,122.15112
1993,7,4.1729832,3.0599999,11.699131,6.1032009,99.134613
1993,8,4.172368,3.03,11.702355,6.1183786,114.60819
1993,9,4.1770835,3.0899999,11.699853,6.1295624,118.66927
1993,10,4.1847091,2.99,11.702082,6.1396699,69.236488
1993,11,4.1887665,3.02,11.704942,6.1374903,85.848976
1993,12,4.193923,2.96,11.707374,6.1440687,71.958817
1994,1,4.1979942,3.05,11.711497,6.1590805,72.986359
1994,2,4.1983023,3.25,11.712481,6.1560888,96.322533
1994,3,4.2084928,3.3399999,11.711203,6.1394701,75.259438
1994,4,4.213799,3.5599999,11.71415,6.1030779,101.9631
1994,5,4.2194209,4.0100002,11.718833,6.1112423,90.029472
1994,6,4.2261429,4.25,11.71696,6.1199145,84.745216
1994,7,4.2278171,4.2600002,11.717546,6.1123562,63.589928
1994,8,4.233418,4.4699998,11.722716,6.140409,66.89769
1994,9,4.2369518,4.73,11.72551,6.1462345,77.001801
1994,10,4.2453403,4.7600002,11.72894,6.1394811,56.707207
1994,11,4.2515063,5.29,11.732189,6.1334271,95.174049
1994,12,4.2617288,5.4499998,11.733834,6.1207056,81.680038
1995,1,4.2637682,5.5300002,11.73337,6.1425748,127.08213
1995,2,4.2628222,5.9200001,11.735493,6.1777878,90.911659
1995,3,4.2642775,5.98,11.735709,6.2008204,80.127579
1995,4,4.2639818,6.0500002,11.735629,6.2302961,60.566494
1995,5,4.2669468,6.0100002,11.731426,6.2611361,69.462357
1995,6,4.2709107,6,11.732238,6.2903724,64.498177
1995,7,4.2668204,5.8499999,11.734596,6.3232231,72.358505
1995,8,4.280077,5.7399998,11.734884,6.3263464,53.575451
1995,9,4.283792,5.8000002,11.737132,6.3608975,62.941788
1995,10,4.2823334,5.7600002,11.739168,6.3680468,86.863594
1995,11,4.2848258,5.8000002,11.737572,6.3894558,98.086327
1995,12,4.2886386,5.5999999,11.736773,6.4209251,89.293343
1996,1,4.2820086,5.5599999,11.737068,6.4206786,97.399971
1996,2,4.2975059,5.2199998,11.741168,6.4762673,80.590759
1996,3,4.2961187,5.3099999,11.742941,6.4724617,69.192184
1996,4,4.3047581,5.2199998,11.74399,6.4726133,54.552769
1996,5,4.3118887,5.2399998,11.745972,6.4941025,61.513947
1996,6,4.3202257,5.27,11.748803,6.5050349,84.108772
