year,month,lgdp,ffr,lemp,lsp,epu
1996,7,4.3182583,5.4000001,11.751525,6.4678082,68.030792
1996,8,4.3244467,5.2199998,11.753296,6.4962955,89.493675
1996,9,4.3308411,5.3000002,11.756154,6.5145407,77.933899
1996,10,4.3300843,5.2399998,11.758925,6.5531578,58.287289
1996,11,4.3386779,5.3099999,11.757995,6.6007805,66.959656
1996,12,4.3449244,5.29,11.758691,6.6110363,57.921608
1997,1,4.3464875,5.25,11.762111,6.6414652,66.689255
1997,2,4.3585291,5.1900001,11.762111,6.68259,91.950218
1997,3,4.3655224,5.3899999,11.766723,6.674758,66.462631
1997,4,4.3662553,5.5100002,11.768676,6.638474,66.734703
1997,5,4.3725128,5.5,11.771158,6.7251406,66.607452
1997,6,4.3774414,5.5599999,11.770757,6.7756944,76.619034
1997,7,4.3859539,5.52,11.773919,6.8301101,70.655212
1997,8,4.3956647,5.54,11.775367,6.832747,47.272133
1997,9,4.4044938,5.54,11.775435,6.8427091,49.506924
1997,10,4.413404,5.5,11.776666,6.8576813,95.2687
1997,11,4.4222255,5.52,11.7803,6.8447342,92.54258
1997,12,4.4254103,5.5,11.780499,6.8693943,105.25071
1998,1,4.4304824,5.5599999,11.780859,6.8704262,107.83636
1998,2,4.4313192,5.5100002,11.781478,6.9312191,103.95061
1998,3,4.4321184,5.4899998,11.781531,6.9817724,66.16758
1998,4,4.4355912,5.4499998,11.784547,7.0140924,70.387535
1998,5,4.4417486,5.4899998,11.785431,7.0106883,70.767067
1998,6,4.4352093,5.5599999,11.784814,7.010663,85.229866
1998,7,4.4314213,5.54,11.78546,7.0532193,95.477852
1998,8,4.4520121,5.5500002,11.785925,6.9797206,134.53961
1998,9,4.4494481,5.5100002,11.790451,6.9281945,173.80127
1998,10,4.4571457,5.0700002,11.790549,6.9397063,151.39145
1998,11,4.4567399,4.8299999,11.792676,7.0426569,108.91823
1998,12,4.4602427,4.6799998,11.795108,7.0817513,99.019104
1999,1,4.4648929,4.6300001,11.798307,7.1299181,115.20492
1999,2,4.4694099,4.7600002,11.797021,7.128161,84.989243
1999,3,4.4713278,4.8099999,11.797706,7.1559143,62.233036
1999,4,4.473259,4.7399998,11.797766,7.1965051,62.63982
1999,5,4.480927,4.7399998,11.80044,7.1944923,57.677441
1999,6,4.4793553,4.7600002,11.800942,7.1873188,82.564499
1999,7,4.4856768,4.9899998,11.801212,7.230556,87.864853
1999,8,4.4897289,5.0700002,11.802538,7.1910386,89.428444
1999,9,4.4861784,5.2199998,11.803406,7.184001,76.453026
1999,10,4.499464,5.1999998,11.805543,7.1701274,56.251064
1999,11,4.5043592,5.4200001,11.807899,7.237772,74.628716
1999,12,4.5119667,5.3000002,11.80949,7.2645087,73.994202
2000,1,4.5123343,5.4499998,11.824512,7.2623377,90.401253
2000,2,4.5153165,5.73,11.824798,7.2362485,54.671768
2000,3,4.5195928,5.8499999,11.825551,7.2739339,76.659149
2000,4,4.526906,6.02,11.829705,7.2871194,73.505341
2000,5,4.5290556,6.27,11.825032,7.2573409,121.23241
2000,6,4.5298409,6.5300002,11.827298,7.2875328,108.63856
2000,7,4.5286617,6.54,11.824307,7.2950506,82.248352
2000,8,4.5252509,6.5,11.825266,7.3034787,53.610867
2000,9,4.5290437,6.52,11.826955,7.291698,77.790115
2000,10,4.5255704,6.5100002,11.828379,7.2371626,82.029037
2000,11,4.5255003,6.5100002,11.830084,7.2262359,179.04211
2000,12,4.5225167,6.4000001,11.832208,7.1936336,158.33946
2001,1,4.5151973,5.98,11.833399,7.1971569,138.71884
2001,2,4.5089588,5.4899998,11.832193,7.1745343,131.23285
2001,3,4.5060005,5.3099999,11.833435,7.0782151,117.79372
2001,4,4.5030088,4.8000002,11.829916,7.0815721,137.45531
2001,5,4.495707,4.21,11.828407,7.1470623,109.76382
2001,6,4.4890475,3.97,11.826809,7.1218276,76.943817
2001,7,4.4837027,3.77,11.828255,7.0937777,92.610786
2001,8,4.4816933,3.6500001,11.822181,7.0720024,93.897598
2001,9,4.4781718,3.0699999,11.826612,6.9514313,270.80713
2001,10,4.4731932,2.49,11.823288,6.9815545,246.26175
2001,11,4.4677591,2.0899999,11.822159,7.0296926,173.18054
2001,12,4.4679337,1.8200001,11.820756,7.0430989,150.65295
2002,1,4.4740953,1.73,11.81821,7.0389657,154.84535
2002,2,4.4742355,1.74,11.823626,7.0036736,93.482872
2002,3,4.4820213,1.73,11.821711,7.0508084,96.195007
2002,4,4.4865193,1.75,11.821336,7.0139465,90.172569
2002,5,4.490818,1.75,11.824366,6.9840379,89.850014
2002,6,4.5003505,1.75,11.823457,6.9217057,100.19114
2002,7,4.4979925,1.73,11.823442,6.8063765,129.23758
2002,8,4.4981894,1.74,11.825581,6.8162456,118.87253
2002,9,4.4991961,1.75,11.829938,6.765975,140.95773
2002,10,4.496058,1.75,11.827795,6.75067,111.1879
2002,11,4.5011511,1.34,11.824234,6.813365,158.04889
2002,12,4.4963527,1.24,11.823538,6.8014817,144.68204
2003,1,4.5030742,1.24,11.830775,6.7977576,187.76331
2003,2,4.5058765,1.26,11.831248,6.7305632,147.77499
2003,3,4.5037875,1.25,11.830899,6.7412634,208.45052
2003,4,4.4959722,1.26,11.832346,6.7912502,165.28123
2003,5,4.4964461,1.26,11.831699,6.8415756,114.08072
2003,6,4.4968252,1.22,11.833486,6.895678,91.684608
2003,7,4.5027518,1.01,11.83119,6.9002643,98.414703
2003,8,4.5002074,1.03,11.831736,6.8972321,81.348358
2003,9,4.5058932,1.01,11.832171,6.9270105,94.465096
2003,10,4.5066056,1.01,11.834893,6.9457583,74.60173
2003,11,4.5141959,1,11.838077,6.9564505,77.675041
2003,12,4.5130701,.98000002,11.837983,6.9853048,77.752892
2004,1,4.515717,1,11.838424,7.0321984,85.398575
2004,2,4.5209675,1.01,11.838929,7.0417233,77.274384
2004,3,4.5157881,1,11.838286,7.0246296,86.479088
2004,4,4.5195665,1,11.839925,7.0326939,73.270592
2004,5,4.5271468,1,11.841164,7.0055909,87.302406
2004,6,4.5190597,1.03,11.84348,7.0324101,88.170723
2004,7,4.526721,1.26,11.846221,7.0083666,84.423653
2004,8,4.5270271,1.4299999,11.846343,6.9929552,80.118095
2004,9,4.5277233,1.61,11.845727,7.0189891,107.54737
2004,10,4.5372887,1.76,11.847482,7.0193582,106.12096
2004,11,4.5393572,1.9299999,11.851047,7.0638504,95.575302
2004,12,4.5461664,2.1600001,11.85029,7.0894179,57.273335
2005,1,4.5508575,2.28,11.851146,7.0744624,65.8731
2005,2,4.5572867,2.5,11.852144,7.089766,46.435425
2005,3,4.5564022,2.6300001,11.854058,7.0858159,43.048618
2005,4,4.557744,2.79,11.858315,7.0599813,75.109665
2005,5,4.5594726,3,11.860825,7.0718074,69.545944
2005,6,4.5634313,3.04,11.861567,7.0919547,65.711166
2005,7,4.561471,3.26,11.863766,7.108438,74.21685
2005,8,4.5630016,3.5,11.866634,7.1101003,57.091774
2005,9,4.5429339,3.6199999,11.866403,7.1114426,102.1553
2005,10,4.5557761,3.78,11.867435,7.0833578,70.054108
2005,11,4.5655737,4,11.86709,7.1207404,55.924198
2005,12,4.5712929,4.1599998,11.868864,7.1405101,61.879387
2006,1,4.5724983,4.29,11.871648,7.1536174,74.118179
2006,2,4.5729165,4.4899998,11.873791,7.1519914,72.7062
2006,3,4.5754757,4.5900002,11.875769,7.1652927,49.952465
2006,4,4.579237,4.79,11.875908,7.1717987,77.673248
2006,5,4.5778012,4.9400001,11.878186,7.1623974,71.473648
2006,6,4.5816479,4.9899998,11.880017,7.1333928,92.112137
2006,7,4.5817685,5.2399998,11.87897,7.1390572,103.90903
2006,8,4.5851083,5.25,11.8819,7.1601868,80.857048
2006,9,4.5833569,5.25,11.883212,7.183723,55.159153
2006,10,4.5829859,5.25,11.886652,7.2177253,54.245201
2006,11,4.581708,5.25,11.888165,7.2360744,44.610199
2006,12,4.591423,5.2399998,11.891156,7.255888,58.568626
2007,1,4.5866966,5.25,11.891554,7.2613392,74.068222
2007,2,4.5974946,5.2600002,11.891752,7.2757225,54.339462
2007,3,4.5988564,5.2600002,11.893551,7.2491813,70.647354
2007,4,4.6060896,5.25,11.888522,7.2886868,46.844891
2007,5,4.6065264,5.25,11.890697,7.3206177,77.0093
2007,6,4.6064644,5.25,11.891793,7.3228335,56.34573
2007,7,4.6069255,5.2600002,11.890711,7.3269291,44.62167
2007,8,4.6081924,5.02,11.889181,7.2824979,90.814278
2007,9,4.6120148,4.9400001,11.893032,7.311296,105.92107
2007,10,4.6071362,4.7600002,11.890992,7.3393159,87.100311
2007,11,4.6127863,4.4899998,11.895429,7.2885075,103.76212
2007,12,4.6125498,4.2399998,11.89323,7.2992759,115.48008
2008,1,4.6100793,3.9400001,11.893948,7.2289424,197.82266
2008,2,4.6073809,2.98,11.892429,7.2114625,106.94761
2008,3,4.6047111,2.6099999,11.891951,7.1830683,117.49462
2008,4,4.5974855,2.28,11.892265,7.2229085,102.75593
2008,5,4.5928555,1.98,11.890732,7.2465234,83.835854
2008,6,4.5908585,2,11.889559,7.2013578,88.339638
2008,7,4.5859509,2.01,11.888151,7.1367431,105.39455
2008,8,4.5705104,2,11.885888,7.1557651,78.167694
2008,9,4.5275211,1.8099999,11.885013,7.1041627,233.2039
2008,10,4.5359788,.97000003,11.883122,6.8760591,255.32956
2008,11,4.5231028,.38999999,11.878263,6.783371,180.10057
2008,12,4.4943223,.16,11.873177,6.7771473,145.67725
2009,1,4.4720755,.15000001,11.864653,6.7633948,194.66913
2009,2,4.4648929,.22,11.861044,6.6911244,191.79921
2009,3,4.4498687,.18000001,11.854435,6.6295309,159.92377
2009,4,4.4420428,.15000001,11.854073,6.7430596,102.06672
2009,5,4.4314084,.18000001,11.851168,6.8050675,127.32411
2009,6,4.4276214,.20999999,11.849462,6.8309984,97.713554
2009,7,4.4375443,.16,11.84869,6.8414245,94.90934
2009,8,4.4470358,.16,11.845762,6.9174333,118.60699
2009,9,4.4543333,.15000001,11.840919,6.9513435,97.798683
2009,10,4.4579167,.12,11.838135,6.973228,72.0186
2009,11,4.4617648,.12,11.839773,6.9921598,101.04696
2009,12,4.4651031,.12,11.835103,7.0124555,119.4397
2010,1,4.4772229,.11,11.838272,7.0242767,133.59496
2010,2,4.4798698,.13,11.83934,6.9931622,133.36595
2010,3,4.4874253,.16,11.840444,7.0492973,107.9026
2010,4,4.4913616,.2,11.84445,7.0878377,100.6814
2010,5,4.5068417,.2,11.844005,7.0255933,143.92284
2010,6,4.5091076,.18000001,11.843293,6.9878235,127.25864
2010,7,4.5153899,.18000001,11.843516,6.9845343,202.89273
2010,8,4.5182281,.19,11.845297,6.9914365,124.74068
2010,9,4.5208597,.19,11.845053,7.0229411,199.49023
2010,10,4.5177546,.19,11.843027,7.066112,143.94312
2010,11,4.5197301,.19,11.842445,7.0891504,171.08643
2010,12,4.5281734,.18000001,11.844141,7.1240959,150.6335
2011,1,4.5284228,.17,11.844292,7.1566591,117.75883
2011,2,4.522891,.16,11.845261,7.1862335,111.48793
2011,3,4.5328083,.14,11.846931,7.1735649,158.77458
2011,4,4.5280905,.1,11.846694,7.1940651,120.09431
2011,5,4.5312586,.090000004,11.846916,7.1991634,110.23324
2011,6,4.5336089,.090000004,11.845167,7.1602936,153.09381
2011,7,4.539988,.07,11.845992,7.1893067,214.51598
2011,8,4.5448523,.1,11.848712,7.0777559,308.85941
2011,9,4.5458722,.079999998,11.850497,7.068069,217.51198
2011,10,4.5510087,.07,11.851788,7.0960722,129.25299
2011,11,4.5521111,.079999998,11.854719,7.1118503,141.24765
2011,12,4.5559769,.07,11.855351,7.1255426,195.42172
2012,1,4.5645046,.079999998,11.861305,7.1705642,142.36053
2012,2,4.5682468,.1,11.863181,7.2097006,107.05101
2012,3,4.5644178,.13,11.864139,7.2365122,107.19896
2012,4,4.5726118,.14,11.863321,7.2344866,97.877937
2012,5,4.5758681,.16,11.865391,7.2013741,132.78236
2012,6,4.5763774,.16,11.86662,7.1880231,181.36005
2012,7,4.581964,.16,11.865496,7.2150755,172.25055
2012,8,4.575892,.13,11.865018,7.2466874,133.67709
2012,9,4.5786877,.14,11.870229,7.2747703,159.72774
2012,10,4.5779128,.16,11.873177,7.2708812,167.12416
2012,11,4.5876141,.16,11.872228,7.2298388,209.07112
2012,12,4.5886049,.16,11.872082,7.2584124,209.07361
2013,1,4.5891261,.14,11.873281,7.3000646,205.9743
2013,2,4.595562,.15000001,11.873839,7.3213944,125.01216
2013,3,4.6000371,.14,11.873344,7.3465447,147.11908
2013,4,4.5982585,.15000001,11.875316,7.3592782,95.377045
2013,5,4.5993152,.11,11.877006,7.4023557,107.2916
2013,6,4.6012454,.090000004,11.878089,7.3894234,84.881279
2013,7,4.5995865,.090000004,11.879546,7.4197855,76.026039
2013,8,4.6051574,.079999998,11.878811,7.4206347,108.32513
2013,9,4.6123214,.079999998,11.879442,7.43081,137.24422
2013,10,4.613327,.090000004,11.873986,7.4500952,244.88824
2013,11,4.6188264,.079999998,11.88064,7.4863558,83.842819
2013,12,4.6206222,.090000004,11.88163,7.4998522,121.99147
2014,1,4.6181464,.07,11.886033,7.5078859,108.7384
2014,2,4.6274862,.07,11.886322,7.504961,79.272003
2014,3,4.6357565,.079999998,11.889593,7.5302243,101.91545
2014,4,4.6365576,.090000004,11.889092,7.5306211,104.53455
2014,5,4.6413469,.090000004,11.890087,7.544209,96.580719
2014,6,4.6454,.1,11.892875,7.57409,82.60247
2014,7,4.6487055,.090000004,11.89377,7.5873613,75.15168
2014,8,4.6476855,.090000004,11.893879,7.581481,63.686264
2014,9,4.6564298,.090000004,11.895463,7.5975099,87.37252
2014,10,4.657145,.090000004,11.900111,7.5690374,109.73637
2014,11,4.669662,,,,
