yq,epu,EPU,h_EPU_war,lsp,ffr,lemp,ldurable,lnondurable,lgdp,lgross,lfixed,lnonres,lstruct,lequip,lpce,lip,vix,eu,lresident,year,mich,quarter,time,ym,linvest,lconsumption,dlgdp,l1,f1,l2,f2,l3,f3,recession
1983.5,,,127.30981,5.1089549,9.46,11.528898,3.2596338,3.9926255,3.8623495,3.9068696,3.8547328,3.6054163,4.5502596,3.5117843,3.7959609,3.9195468,,,4.5660343,1983,,3,7934,1983.5,3.9068696,3.7959609,.019397974,.02256155,.020409346,.012994528,.019678354,.00097751617,.017415047,0
1983.75,,,125.13488,5.110436,9.4300003,11.538468,3.3077655,4.0047479,3.8827589,3.9997225,3.9090385,3.6641257,4.5777168,3.5959964,3.8116057,3.945359,,,4.6073976,1983,,4,7935,1983.75,3.9997225,3.8116057,.020409346,.019397974,.019678354,.02256155,.017415047,.012994528,.0097944736,0
1984,,,154.28935,5.0770779,9.6866665,11.548904,3.3448033,4.0072784,3.9024372,4.0919418,3.9399107,3.6953833,4.633009,3.6131856,3.8200612,3.9743311,,,4.6369014,1984,,1,7936,1984,4.0919418,3.8200612,.019678354,.020409346,.017415047,.019397974,.0097944736,.02256155,.0079269409,0
1984.25,,,126.79375,5.0482135,10.556666,11.562084,3.367744,4.0288992,3.9198523,4.1239033,3.9782226,3.7408788,4.6819925,3.6612771,3.8342128,3.9896986,,,4.6542268,1984,,2,7937,1984.25,4.1239033,3.8342128,.017415047,.019678354,.0097944736,.020409346,.0079269409,.019397974,.0098936558,0
1984.5,,,130.61685,5.077631,11.39,11.565163,3.3680542,4.029664,3.9296467,4.1453071,3.9978704,3.7711043,4.7130556,3.6920743,3.8418794,3.996774,,,4.6424661,1984,,3,7938,1984.5,4.1453071,3.8418794,.0097944736,.017415047,.0079269409,.019678354,.0098936558,.020409346,.0091273785,0
1984.75,,,147.52188,5.1070886,9.2666664,11.570666,3.3999968,4.037333,3.9375737,4.1322503,4.0155897,3.7943425,4.7233443,3.7211289,3.8550081,3.9975328,,,4.6434579,1984,,4,7939,1984.75,4.1322503,3.8550081,.0079269409,.0097944736,.0098936558,.017415047,.0091273785,.019678354,.015431643,0
1985,88.470383,88.470383,130.32336,5.1776109,8.4766665,11.57698,3.4341486,4.0434198,3.9474673,4.1044436,4.0245657,3.8055062,4.7648454,3.712254,3.8718674,4.00033,,79.045967,4.6458225,1985,94.46666666666665,1,7940,1985,4.1044436,3.8718674,.0098936558,.0079269409,.0091273785,.0097944736,.015431643,.017415047,.007468462,0
1985.25,92.663986,92.663986,134.51697,5.2191162,7.9233336,11.578627,3.4459796,4.0511932,3.9565947,4.1213436,4.0373507,3.8197322,4.7642827,3.7338529,3.8812132,4.0012436,,74.252045,4.6542554,1985,94.3,2,7941,1985.25,4.1213436,3.8812132,.0091273785,.0098936558,.015431643,.0079269409,.007468462,.0097944736,.0092298985,0
1985.5,114.51171,114.51171,156.36469,5.2378864,7.9000001,11.582318,3.5080168,4.0593734,3.9720263,4.1145067,4.0332665,3.8083055,4.7433572,3.7199421,3.9002337,3.9995584,,99.213463,4.6727076,1985,92.83333333333333,3,7942,1985.5,4.1145067,3.9002337,.015431643,.0091273785,.007468462,.0098936558,.0092298985,.0079269409,.0045833588,0
1985.75,103.37603,103.37603,145.229,5.2820482,8.1033335,11.590101,3.4729908,4.0682573,3.9794948,4.1507092,4.0520806,3.8262255,4.755743,3.7384551,3.9028006,4.0055251,,87.242111,4.6942792,1985,91.06666666666668,4,7943,1985.75,4.1507092,3.9028006,.007468462,.015431643,.0092298985,.0091273785,.0045833588,.0098936558,.010016918,0
1986,133.23274,133.23274,175.08572,5.3924518,7.8266668,11.596664,3.4931991,4.0808539,3.9887247,4.1504097,4.0549278,3.8162827,4.7304273,3.7284367,3.9112427,4.011353,,109.38965,4.7340908,1986,95.53333333333335,1,7944,1986,4.1504097,3.9112427,.0092298985,.007468462,.0045833588,.015431643,.010016918,.0091273785,.0051531792,0
1986.25,112.83604,112.83604,154.68901,5.4829321,6.9200001,11.600986,3.5279181,4.0897174,3.9933081,4.1327958,4.0551534,3.7957814,4.6314616,3.7407365,3.9223495,4.0054703,,104.79147,4.7899389,1986,96.76666666666667,2,7945,1986.25,4.1327958,3.9223495,.0045833588,.0092298985,.010016918,.007468462,.0051531792,.015431643,.0069675446,0
1986.5,121.14149,121.14149,162.99448,5.4853311,6.2066665,11.607963,3.609755,4.0917912,4.003325,4.1055317,4.0507236,3.784235,4.59514,3.73488,3.9402995,4.0095334,,106.48448,4.8035212,1986,94.83333333333333,3,7946,1986.5,4.1055317,3.9402995,.010016918,.0045833588,.0051531792,.0092298985,.0069675446,.007468462,.011173248,0
1986.75,87.579086,87.579086,129.43207,5.4956632,6.2666664,11.612697,3.5937717,4.099896,4.0084782,4.1085105,4.0584235,3.7938473,4.6012225,3.746181,3.9466755,4.0205002,,88.702202,4.8062315,1986,92.03333333333335,4,7947,1986.75,4.1085105,3.9466755,.0051531792,.010016918,.0069675446,.0045833588,.011173248,.0092298985,.009018898,0
1987,95.81427,95.81427,137.66725,5.6314569,6.2199998,11.619139,3.532635,4.1012044,4.0154457,4.1351504,4.0410142,3.7699294,4.5775523,3.7110322,3.94683,4.0336871,,90.481819,4.8045125,1987,90.46666666666668,1,7948,1987,4.1351504,3.94683,.0069675446,.0051531792,.011173248,.010016918,.009018898,.0045833588,.016373158,0
1987.25,91.325439,91.325439,133.17842,5.6808639,6.6500001,11.627661,3.572823,4.1088061,4.026619,4.1356626,4.05621,3.7898779,4.5892339,3.7398577,3.9606035,4.0510845,,84.425949,4.8079476,1987,91.8,2,7949,1987.25,4.1356626,3.9606035,.011173248,.0069675446,.009018898,.0051531792,.016373158,.010016918,.0056176186,0
1987.5,60.681149,60.681149,102.53413,5.7660422,6.8433332,11.633962,3.6133204,4.1096272,4.0356379,4.1358223,4.0733595,3.8172946,4.6300578,3.765933,3.9721394,4.0692763,,62.938881,4.7996426,1987,93.90000000000002,3,7950,1987.5,4.1358223,3.9721394,.009018898,.011173248,.016373158,.0069675446,.0056176186,.0051531792,.013123035,0
1987.75,178.42477,178.42477,220.27776,5.5404248,6.9166665,11.639791,3.5859327,4.1108413,4.052011,4.2017331,4.0729337,3.8160405,4.648881,3.7471719,3.9742277,4.0934968,,159.19725,4.8012877,1987,86.39999999999999,4,7951,1987.75,4.2017331,3.9742277,.016373158,.009018898,.0056176186,.011173248,.013123035,.0069675446,.005751133,0
1988,106.45902,106.45902,148.31201,5.5531096,6.6633334,11.644772,3.6321769,4.1215706,4.0576286,4.1525507,4.0735292,3.8240221,4.6104164,3.7779429,3.9918504,4.1025224,,105.49796,4.7833161,1988,92.33333333333333,1,7952,1988,4.1525507,3.9918504,.0056176186,.016373158,.013123035,.009018898,.005751133,.011173248,.013164043,0
1988.25,92.227524,92.227524,134.08051,5.5724282,7.1566668,11.649402,3.6325207,4.1294866,4.0707517,4.1760936,4.0928936,3.8461397,4.6309743,3.8025205,3.9991727,4.1107769,,96.031639,4.7956171,1988,93.56666666666666,2,7953,1988.25,4.1760936,3.9991727,.013123035,.0056176186,.005751133,.016373158,.013164043,.009018898,.010029793,0
1988.5,83.906334,83.906334,125.75931,5.5868888,7.9833331,11.654708,3.6193953,4.1363659,4.0765028,4.1816378,4.0975728,3.8524003,4.6173854,3.8132629,4.0076785,4.1147442,,89.156166,4.7962122,1988,96.03333333333335,3,7954,1988.5,4.1816378,4.0076785,.005751133,.013123035,.013164043,.0056176186,.010029793,.016373158,.0078439713,0
1988.75,88.852966,88.852966,130.70595,5.6166382,8.4700003,11.66089,3.64498,4.1467314,4.0896668,4.1967959,4.1093645,3.8662302,4.6148729,3.8258984,4.0190639,4.1217828,,81.829941,4.8026595,1988,93,4,7955,1988.75,4.1967959,4.0190639,.013164043,.005751133,.010029793,.013123035,.0078439713,.0056176186,.0074234009,0
1989,64.278198,64.278198,106.13117,5.6722498,9.4433336,11.66852,3.6405292,4.1512446,4.0996966,4.2300692,4.1181097,3.8819761,4.6308379,3.837795,4.023654,4.1262636,,60.011124,4.7929354,1989,95.86666666666667,1,7956,1989,4.2300692,4.023654,.010029793,.013164043,.0078439713,.005751133,.0074234009,.013123035,.002120018,0
1989.25,86.73838,86.73838,128.59135,5.7467771,9.7266665,11.671677,3.6537702,4.1527705,4.1075406,4.2204189,4.1194763,3.8955073,4.6194773,3.8590863,4.0283651,4.1227245,,84.357635,4.7610879,1989,90.93333333333332,2,7957,1989.25,4.2204189,4.0283651,.0078439713,.010029793,.0074234009,.013164043,.002120018,.005751133,.010888577,0
1989.5,79.33976,79.33976,121.19273,5.8344612,9.083333,11.674139,3.6761487,4.1627507,4.114964,4.2115054,4.136909,3.9207647,4.653903,3.8785076,4.0382504,4.1160808,,78.033081,4.7564569,1989,92.46666666666665,3,7958,1989.5,4.2115054,4.0382504,.0074234009,.0078439713,.002120018,.010029793,.010888577,.013164043,.0038604736,0
1989.75,89.491295,89.491295,131.34427,5.8446307,8.6133337,11.676525,3.6452932,4.1740179,4.117084,4.2041702,4.1239681,3.9107823,4.6477313,3.850807,4.0426478,4.1201224,,89.082664,4.7349782,1989,91.76666666666667,4,7959,1989.75,4.2041702,4.0426478,.002120018,.0074234009,.010888577,.0078439713,.0038604736,.010029793,.00024080276,0
1990,99.841156,99.841156,141.69414,5.8179154,8.25,11.687839,3.6866519,4.172709,4.1279726,4.2139039,4.1355824,3.9233584,4.6694679,3.8554316,4.0511932,4.126873,22.224066,103.10062,4.7437925,1990,91.26666666666667,1,7960,1990,4.2139039,4.0511932,.010888577,.002120018,.0038604736,.0074234009,.00024080276,.0078439713,-.0085587502,0
1990.25,84.624855,84.624855,126.47783,5.8564658,8.2433338,11.686839,3.6530192,4.1738176,4.1318331,4.2142587,4.115633,3.9103014,4.6645613,3.8245242,4.0543208,4.1346912,18.774532,91.964561,4.7035666,1990,90.93333333333334,2,7961,1990.25,4.2142587,4.0543208,.0038604736,.010888577,.00024080276,.002120018,-.0085587502,.0074234009,-.0047054291,0
1990.5,123.48931,123.48931,165.34229,5.8138018,8.1599998,11.684455,3.6428356,4.1754327,4.1320739,4.1945519,4.1072278,3.9171498,4.6609263,3.8387208,4.0583549,4.1386814,25.225166,139.18607,4.6482968,1990,79.13333333333334,3,7962,1990.5,4.1945519,4.0583549,.00024080276,.0038604736,-.0085587502,.010888577,-.0047054291,.002120018,.0077438354,1
1990.75,137.01984,137.01984,178.87282,5.7586818,7.7433333,11.681494,3.6149099,4.1653466,4.1235151,4.1372442,4.081327,3.9015687,4.6148534,3.8238254,4.0507584,4.1229815,25.958134,165.14577,4.5888581,1990,65.13333333333334,4,7963,1990.75,4.1372442,4.0507584,-.0085587502,.00024080276,-.0047054291,.0038604736,.0077438354,.010888577,.004781723,1
1991,135.73825,135.73825,177.59122,5.865777,6.4266667,11.676593,3.5869851,4.165812,4.1188097,4.1034198,4.0533314,3.8812544,4.5931787,3.7871852,4.0473056,4.1037045,22.315334,152.08574,4.5347371,1991,74.96666666666665,1,7964,1991,4.1034198,4.0473056,-.0047054291,-.0085587502,.0077438354,.00024080276,.004781723,.0038604736,.0043592453,1
1991.25,78.445015,78.445015,120.29799,5.9366231,5.8633332,11.676141,3.5920105,4.1716757,4.1265535,4.1034861,4.0563483,3.87623,4.5655141,3.7807746,4.0556731,4.1097555,17.146667,92.665565,4.5650458,1991,80.73333333333333,2,7965,1991.25,4.1034861,4.0556731,.0077438354,-.0047054291,.004781723,-.0085587502,.0043592453,.00024080276,.011732578,0
1991.5,92.938278,92.938278,134.79126,5.9547734,5.6433334,11.675553,3.6072626,4.1733561,4.1313353,4.1231751,4.0576115,3.8676531,4.4982638,3.7958486,4.0605121,4.123065,16.643999,102.1291,4.5982966,1991,82.63333333333334,3,7966,1991.5,4.1231751,4.0605121,.004781723,.0077438354,.0043592453,-.0047054291,.011732578,-.0085587502,.010971546,0
1991.75,143.12253,143.12253,184.97549,5.9586911,4.8166666,11.675713,3.5907979,4.1647253,4.1356945,4.1580391,4.0619421,3.8670883,4.4774847,3.7911651,4.060236,4.1250968,17.495001,135.50409,4.6178789,1991,71.86666666666666,4,7967,1991.75,4.1580391,4.060236,.0043592453,.004781723,.011732578,.0077438354,.010971546,-.0047054291,.0096764565,0
1992,110.3681,110.3681,152.22107,6.0209832,4.0233335,11.678086,3.6292887,4.1794972,4.1474271,4.1394773,4.0729508,3.8632948,4.4644475,3.7832346,4.0788417,4.1237769,17.560368,124.26856,4.673511,1992,70.76666666666667,1,7968,1992,4.1394773,4.0788417,.011732578,.0043592453,.010971546,.004781723,.0096764565,.0077438354,.0099668503,0
1992.25,88.587448,88.587448,130.44043,6.0165277,3.77,11.681881,3.6362431,4.1836977,4.1583986,4.1946273,4.1054163,3.8953447,4.4646201,3.8393662,4.0856738,4.1410999,15.614367,96.497307,4.707149,1992,78.93333333333334,2,7969,1992.25,4.1946273,4.0856738,.010971546,.011732578,.0096764565,.0043592453,.0099668503,.004781723,.0018687248,0
1992.5,122.88531,122.88531,164.7383,6.0334435,3.2566667,11.684801,3.6573372,4.1896396,4.1680751,4.2026606,4.1169538,3.910682,4.4738078,3.8618028,4.0964422,4.1485534,13.9068,131.87657,4.7075734,1992,76.09999999999999,3,7970,1992.5,4.2026606,4.0964422,.0096764565,.010971546,.0099668503,.011732578,.0018687248,.0043592453,.0059337616,0
1992.75,116.97551,116.97551,158.82849,6.048687,3.0366666,11.685479,3.6770093,4.199605,4.1780419,4.2328157,4.1458769,3.9366765,4.4870396,3.8979445,4.1082802,4.1591616,14.7509,115.06026,4.7450452,1992,83.2,4,7971,1992.75,4.2328157,4.1082802,.0099668503,.0096764565,.0018687248,.010971546,.0059337616,.011732578,.0048551559,0
1993,94.785942,94.785942,136.63892,6.0920353,3.04,11.689373,3.686677,4.2006097,4.1799107,4.2560239,4.1532264,3.9464245,4.4736595,3.9167318,4.1120701,4.1680675,13.245566,86.292564,4.7457318,1993,87.26666666666665,1,7972,1993,4.2560239,4.1120701,.0018687248,.0099668503,.0059337616,.0096764565,.0048551559,.010971546,.013261318,0
1993.25,111.39957,111.39957,153.25255,6.0990996,3,11.694906,3.7186325,4.2085361,4.1858444,4.2616653,4.1709661,3.9657724,4.4567976,3.9559824,4.1210027,4.1701341,12.990367,107.17673,4.7589808,1993,82.46666666666665,2,7973,1993.25,4.2616653,4.1210027,.0059337616,.0018687248,.0048551559,.0099668503,.013261318,.0096764565,.009765625,0
1993.5,110.80402,110.80402,152.657,6.1170473,3.0599999,11.700446,3.7297094,4.2183747,4.1906996,4.2549171,4.1866198,3.9738703,4.4592423,3.9674199,4.1319776,4.1741447,12.120167,106.94646,4.7957244,1993,77.40000000000001,3,7974,1993.5,4.2549171,4.1319776,.0048551559,.0059337616,.013261318,.0018687248,.009765625,.0099668503,.013574123,0
1993.75,75.681427,75.681427,117.5344,6.1404095,2.99,11.704799,3.7534962,4.2253146,4.2039609,4.306036,4.2259135,4.0091863,4.4892206,4.0210567,4.1407986,4.1891327,12.438467,77.110832,4.8457294,1993,84.03333333333335,4,7975,1993.75,4.306036,4.1407986,.013261318,.0048551559,.009765625,.0059337616,.013574123,.0018687248,.0058779716,0
1994,81.522774,81.522774,123.37575,6.1515465,3.2133334,11.711727,3.7770276,4.2386036,4.2137265,4.3438702,4.2381563,4.020411,4.4572268,4.0489984,4.1521888,4.2015963,13.386066,73.873596,4.8605485,1994,93,1,7976,1994,4.3438702,4.1521888,.009765625,.013261318,.013574123,.0048551559,.0058779716,.0059337616,.01128006,0
1994.25,92.245934,92.245934,134.09891,6.1114116,3.9400001,11.716648,3.7877288,4.2464933,4.2273006,4.391717,4.2579927,4.0356379,4.4980416,4.054997,4.1599293,4.2197876,14.592267,85.90873,4.8923845,1994,92.19999999999999,2,7977,1994.25,4.391717,4.1599293,.013574123,.009765625,.0058779716,.013261318,.01128006,.0048551559,.0034222603,0
1994.5,69.163139,69.163139,111.01611,6.1329999,4.4866667,11.721924,3.7982047,4.2550735,4.2331786,4.3751278,4.2660685,4.0523415,4.4911165,4.0806341,4.1676416,4.232729,12.535633,72.129982,4.8775458,1994,90.73333333333333,3,7978,1994.5,4.3751278,4.1676416,.0058779716,.013574123,.01128006,.009765625,.0034222603,.013261318,.0034813881,0
1994.75,77.853767,77.853767,119.70674,6.1312046,5.1666665,11.731654,3.8327417,4.2656331,4.2444587,4.4154253,4.2898293,4.090487,4.5048523,4.1390948,4.1783485,4.2528586,15.268701,75.258247,4.8620424,1994,93.13333333333333,4,7979,1994.75,4.4154253,4.1783485,.01128006,.0058779716,.0034222603,.013574123,.0034813881,.009765625,.0085248947,0
1995,99.373787,99.373787,141.22676,6.1737275,5.8099999,11.734858,3.8118048,4.269208,4.2478809,4.4261513,4.3109603,4.1270375,4.532352,4.1889272,4.1809959,4.2636228,11.970266,80.866295,4.839056,1995,94.33333333333333,1,7980,1995,4.4261513,4.1809959,.0034222603,.01128006,.0034813881,.0058779716,.0085248947,.013574123,.0070791245,0
1995.25,64.842346,64.842346,106.69532,6.2606015,6.02,11.733098,3.8219233,4.2741213,4.2513623,4.4052181,4.3103561,4.1366854,4.5561795,4.1873641,4.1899123,4.2672796,12.201767,67.346596,4.8077517,1995,91.66666666666667,2,7981,1995.25,4.4052181,4.1899123,.0034813881,.0034222603,.0085248947,.01128006,.0070791245,.0058779716,.0065422058,0
1995.5,62.95858,62.95858,104.81155,6.3368225,5.7966666,11.735538,3.8497431,4.2776656,4.2598872,4.3992648,4.3243976,4.1432934,4.5593777,4.1891699,4.1990499,4.2768965,12.456433,56.202866,4.8441081,1995,93.16666666666667,3,7982,1995.5,4.3992648,4.1990499,.0085248947,.0034813881,.0070791245,.0034222603,.0065422058,.01128006,.017306805,0
1995.75,91.414421,91.414421,133.2674,6.3928094,5.7200003,11.737838,3.8669419,4.2828002,4.2669663,4.42384,4.3439612,4.1629372,4.5507984,4.2170486,4.2060351,4.2852659,12.858267,80.477867,4.8633566,1995,89.8,4,7983,1995.75,4.42384,4.2060351,.0070791245,.0085248947,.0065422058,.0034813881,.017306805,.0034222603,.0092010498,0
1996,82.394302,82.394302,124.24728,6.4564691,5.3633332,11.740393,3.8777421,4.2892532,4.2735085,4.439033,4.3688526,4.187501,4.5691595,4.2418303,4.2152781,4.2918777,15.423,78.080894,4.8890324,1996,90.5,1,7984,1996,4.439033,4.2152781,.0065422058,.0070791245,.017306805,.0085248947,.0092010498,.0034813881,.010514259,0
1996.25,66.725159,66.725159,108.57814,6.4905834,5.2433333,11.746255,3.9090786,4.3020225,4.2908154,4.4863415,4.3996825,4.21417,4.5907669,4.27069,4.2260742,4.3122907,16.3722,68.726608,4.9317074,1996,91.5,2,7985,1996.25,4.4863415,4.2260742,.017306805,.0065422058,.0092010498,.0070791245,.010514259,.0085248947,.0075969696,0
1996.5,78.486122,78.486122,120.3391,6.4928813,5.3066669,11.753658,3.9161744,4.3091197,4.3000164,4.5313621,4.4221244,4.2451324,4.6028376,4.3100204,4.23209,4.3245153,16.772366,64.266579,4.9296131,1996,94.89999999999999,3,7986,1996.5,4.5313621,4.23209,.0092010498,.017306805,.010514259,.0065422058,.0075969696,.0070791245,.014971256,0
1996.75,61.056183,61.056183,102.90916,6.588325,5.2799997,11.758537,3.9354856,4.3171816,4.3105307,4.5310497,4.4378042,4.2699771,4.6546745,4.322144,4.2399158,4.3378954,17.213234,55.019196,4.9181838,1996,97.53333333333335,4,7987,1996.75,4.5310497,4.2399158,.010514259,.0092010498,.0075969696,.017306805,.014971256,.0065422058,.012652874,0
1997,75.034035,75.034035,116.88701,6.6662712,5.2766666,11.763648,3.9621837,4.323245,4.3181276,4.552402,4.4559622,4.2924576,4.6604915,4.341517,4.2504077,4.3568463,19.927567,63.548687,4.9232821,1997,99.03333333333335,1,7988,1997,4.552402,4.2504077,.0075969696,.010514259,.014971256,.0092010498,.012652874,.017306805,.0077209473,0
1997.25,69.987061,69.987061,111.84003,6.7131028,5.5233335,11.770197,3.959002,4.3238015,4.3330989,4.6061597,4.4750271,4.3132391,4.6512232,4.3741455,4.2549314,4.3720698,19.927134,60.655537,4.9371753,1997,103.0333333333334,2,7989,1997.25,4.6061597,4.2549314,.014971256,.0075969696,.012652874,.010514259,.0077209473,.0092010498,.0098552704,0
1997.5,55.811424,55.811424,97.664398,6.8351889,5.5333333,11.774907,4.0025764,4.3397584,4.3457518,4.6239038,4.5101891,4.3567219,4.6923656,4.4263783,4.2719049,4.395371,22.475433,52.396404,4.9468145,1997,105.8333333333333,3,7990,1997.5,4.6239038,4.2719049,.012652874,.014971256,.0077209473,.0075969696,.0098552704,.010514259,.009645462,0
1997.75,97.687332,97.687332,139.5403,6.8572698,5.5066667,11.779155,4.0277953,4.3467622,4.3534727,4.6379666,4.5178461,4.3634934,4.697804,4.4240198,4.283711,4.4203467,27.393999,92.070412,4.9573188,1997,104.9666666666667,4,7991,1997.75,4.6379666,4.283711,.0077209473,.012652874,.0098552704,.014971256,.009645462,.0075969696,.012995243,0
1998,92.65152,92.65152,134.5045,6.9278059,5.52,11.781289,4.0358324,4.3539228,4.363328,4.681529,4.5464177,4.3947453,4.688592,4.4750161,4.2939739,4.4313068,21.341333,88.519859,4.9778295,1998,107.8333333333333,1,7992,1998,4.681529,4.2939739,.0098552704,.0077209473,.009645462,.012652874,.012995243,.014971256,.016289234,0
1998.25,75.461487,75.461487,117.31446,7.0118146,5.5,11.78493,4.0851188,4.3659606,4.3729734,4.6747427,4.5792985,4.4272509,4.7403216,4.5037022,4.3114834,4.4375162,21.521767,77.853111,5.0119014,1998,106.9333333333333,2,7993,1998.25,4.6747427,4.3114834,.009645462,.0098552704,.012995243,.0077209473,.016289234,.012652874,.0079431534,0
1998.5,134.60625,134.60625,176.45923,6.9870448,5.5333333,11.787279,4.1131334,4.3731246,4.3859687,4.7011075,4.5977325,4.442204,4.7378287,4.518795,4.324543,4.444294,29.907633,121.02957,5.0407248,1998,103.5,3,7994,1998.5,4.7011075,4.324543,.012995243,.009645462,.016289234,.0098552704,.0079431534,.0077209473,.0082178116,0
1998.75,119.77626,119.77626,161.62924,7.0213714,4.8600001,11.792778,4.1705184,4.3865786,4.4022579,4.7289267,4.6247864,4.470541,4.7349081,4.562273,4.3391323,4.4580426,29.436766,122.04417,5.0639296,1998,100.2,4,7995,1998.75,4.7289267,4.3391323,.016289234,.012995243,.0079431534,.009645462,.0082178116,.0098552704,.012505054,0
1999,87.475731,87.475731,129.3287,7.1379976,4.7333336,11.797678,4.172678,4.4048152,4.4102011,4.7570066,4.6419554,4.4922032,4.7322254,4.5913248,4.3486118,4.4685435,27.389166,86.892639,5.0677714,1999,105.9,1,7996,1999,4.7570066,4.3486118,.0079431534,.016289234,.0082178116,.012995243,.012505054,.009645462,.017218113,0
1999.25,67.627251,67.627251,109.48023,7.1927719,4.7466664,11.799716,4.2193899,4.4140701,4.4184189,4.7578912,4.665277,4.5181408,4.721797,4.626266,4.3633151,4.4778471,24.436501,66.324059,5.0832224,1999,106.2333333333333,2,7997,1999.25,4.7578912,4.3633151,.0082178116,.0079431534,.012505054,.016289234,.017218113,.012995243,.0028972626,0
1999.5,84.582108,84.582108,126.43508,7.2018652,5.0933332,11.802385,4.2430806,4.418684,4.4309239,4.7826214,4.6878834,4.5458021,4.7212896,4.6595635,4.374599,4.4871945,23.304667,76.013954,5.0907087,1999,105.9,3,7998,1999.5,4.7826214,4.374599,.012505054,.0082178116,.017218113,.0079431534,.0028972626,.016289234,.0187006,0
1999.75,68.291328,68.291328,110.1443,7.2241359,5.3066669,11.807644,4.2549882,4.4388442,4.4481421,4.8115582,4.6924758,4.5494251,4.7316709,4.6530647,4.3891759,4.5052633,22.666201,70.36187,5.0979805,1999,105.2666666666667,4,7999,1999.75,4.8115582,4.3891759,.017218113,.012505054,.0028972626,.0082178116,.0187006,.0079431534,.0012130737,0
2000,73.910721,73.910721,115.76369,7.2575068,5.6766667,11.824954,4.3092947,4.4300427,4.4510393,4.8025036,4.7199445,4.5844264,4.7525377,4.6972389,4.4042773,4.515748,23.171934,67.677322,5.102941,2000,110.1333333333333,1,8000,2000,4.8025036,4.4042773,.0028972626,.017218113,.0187006,.012505054,.0012130737,.0082178116,.0056676865,0
2000.25,101.12543,101.12543,142.97841,7.2773309,6.2733335,11.827345,4.2906375,4.4497552,4.4697399,4.8605485,4.7420845,4.6155658,4.7935233,4.7335196,4.4138403,4.5286007,25.025801,90.007782,5.0977974,2000,108.7666666666667,2,8001,2000.25,4.8605485,4.4138403,.0187006,.0028972626,.0012130737,.017218113,.0056676865,.012505054,-.0028586388,0
2000.5,71.216446,71.216446,113.06942,7.2967424,6.52,11.825509,4.307478,4.4563222,4.470953,4.847928,4.7461662,4.6260505,4.8279777,4.7369614,4.4235163,4.5276523,19.223066,71.915726,5.0821247,2000,107.4666666666667,3,8002,2000.5,4.847928,4.4235163,.0012130737,.0187006,.0056676865,.0028972626,-.0028586388,.017218113,.0052890778,0
2000.75,139.80354,139.80354,181.65652,7.2190108,6.4733334,11.830223,4.3143764,4.4658966,4.4766207,4.8485241,4.7483435,4.6286912,4.8315086,4.7350664,4.432375,4.524529,26.0378,131.12981,5.0831542,2000,103.9333333333333,4,8003,2000.75,4.8485241,4.432375,.0056676865,.0012130737,-.0028586388,.0187006,.0052890778,.0028972626,-.0031585693,0
2001,129.24847,129.24847,171.10146,7.1499686,5.5933332,11.833009,4.3306937,4.4599133,4.473762,4.8013783,4.7431741,4.6205907,4.8029466,4.7273879,4.4365978,4.5100522,25.608999,120.63069,5.0874419,2001,92.26666666666667,1,8004,2001,4.8013783,4.4365978,-.0028586388,.0056676865,.0052890778,.0012130737,-.0031585693,.0187006,.002761364,1
2001.25,108.05431,108.05431,149.90729,7.1168208,4.3266668,11.828378,4.3298249,4.4645624,4.4790511,4.7977886,4.7298536,4.5976219,4.8082824,4.684979,4.4391627,4.4959211,24.006201,116.50643,5.1028132,2001,91,2,8005,2001.25,4.7977886,4.4391627,.0052890778,-.0028586388,-.0031585693,.0056676865,.002761364,.0012130737,.0091733932,1
2001.5,152.43851,152.43851,194.29147,7.0390706,3.4966667,11.825683,4.3412309,4.4691901,4.4758925,4.7798543,4.7217345,4.5844674,4.8162088,4.6586823,4.4428043,4.4811893,26.4144,175.70911,5.1090193,2001,88.56666666666666,3,8006,2001.5,4.7798543,4.4428043,-.0031585693,.0052890778,.002761364,-.0028586388,.0091733932,.0056676865,.0054945946,1
2001.75,190.03175,190.03175,231.88472,7.0181155,2.1333332,11.822067,4.4212713,4.4776211,4.4786539,4.7295537,4.6984963,4.5550656,4.715754,4.654665,4.4579687,4.4696288,27.690765,250.31569,5.1025825,2001,85.13333333333334,4,8007,2001.75,4.7295537,4.4579687,.002761364,-.0031585693,.0091733932,.0052890778,.0054945946,-.0028586388,.0048642159,1
2002,114.84108,114.84108,156.69406,7.0311494,1.7333333,11.821182,4.4089122,4.4813175,4.4878273,4.7646241,4.6925855,4.534544,4.6611629,4.6375308,4.4609647,4.4767842,21.371233,121.62004,5.1348391,2002,93.13333333333333,1,8008,2002,4.7646241,4.4609647,.0091733932,.002761364,.0054945946,-.0031585693,.0048642159,.0052890778,.00063419342,0
2002.25,93.404572,93.404572,135.25755,6.9732299,1.75,11.823052,4.418684,4.4818153,4.4933219,4.7746177,4.6900625,4.5211797,4.6047502,4.6260996,4.4660573,4.4925628,21.753067,104.19566,5.1593657,2002,94.10000000000001,2,8009,2002.25,4.7746177,4.4660573,.0054945946,.0091733932,.0048642159,.002761364,.00063419342,-.0031585693,.0051693916,0
